day,device,browser,channel,location,visitors,signups
2025-06-30,desktop,safari,paid,eastern,19,1
2025-06-30,desktop,safari,paid,western,40,2
2025-06-30,desktop,safari,paid,central,75,5
2025-06-30,tablet,chrome,organic,northern,148,3
2025-06-30,tablet,chrome,organic,southern,103,2
2025-06-30,tablet,chrome,organic,eastern,42,1
2025-06-30,tablet,chrome,organic,western,87,4
2025-06-30,tablet,chrome,organic,central,120,5
2025-06-30,tablet,chrome,paid,northern,58,8
2025-06-30,tablet,chrome,paid,southern,41,5
2025-06-30,tablet,chrome,paid,eastern,17,0
2025-06-30,tablet,chrome,paid,western,32,0
2025-06-30,tablet,chrome,paid,central,61,0
2025-06-30,tablet,firefox,organic,northern,84,2
2025-06-30,tablet,firefox,organic,southern,60,3
2025-06-30,tablet,firefox,organic,eastern,34,2
2025-06-30,tablet,firefox,organic,western,48,0
2025-06-30,tablet,firefox,organic,central,81,2
2025-06-30,tablet,firefox,paid,northern,41,4
2025-06-30,tablet,firefox,paid,southern,28,1
2025-06-30,tablet,firefox,paid,eastern,11,0
2025-06-30,tablet,firefox,paid,western,27,1
2025-06-30,tablet,firefox,paid,central,43,1
2025-06-30,tablet,safari,organic,northern,48,2
2025-06-30,tablet,safari,organic,southern,41,1
2025-06-30,tablet,safari,organic,eastern,16,0
2025-06-30,tablet,safari,organic,western,32,4
2025-06-30,tablet,safari,organic,central,78,2
2025-06-30,tablet,safari,paid,northern,21,1
2025-06-30,tablet,safari,paid,southern,15,2
2025-06-30,tablet,safari,paid,eastern,9,0
2025-06-30,tablet,safari,paid,western,6,0
2025-06-30,tablet,safari,paid,central,16,1
2025-07-01,mobile,chrome,organic,northern,644,31
2025-07-01,mobile,chrome,organic,southern,448,11
2025-07-01,mobile,chrome,organic,eastern,152,5
2025-07-01,mobile,chrome,organic,western,349,11
2025-07-01,mobile,chrome,organic,central,685,9
2025-07-01,mobile,chrome,paid,northern,289,15
2025-07-01,mobile,chrome,paid,southern,215,6
2025-07-01,mobile,chrome,paid,eastern,78,3
2025-07-01,mobile,chrome,paid,western,185,8
2025-07-01,mobile,chrome,paid,central,312,13
2025-07-01,mobile,firefox,organic,northern,384,11
2025-07-01,mobile,firefox,organic,southern,279,10
2025-07-01,mobile,firefox,organic,eastern,111,1
2025-07-01,mobile,firefox,organic,western,242,7
2025-07-01,mobile,firefox,organic,central,431,9
2025-07-01,mobile,firefox,paid,northern,185,10
2025-07-01,mobile,firefox,paid,southern,114,7
2025-07-01,mobile,firefox,paid,eastern,44,2
2025-07-01,mobile,firefox,paid,western,104,1
2025-07-01,mobile,firefox,paid,central,201,4
2025-07-01,mobile,safari,organic,northern,293,15
2025-07-01,mobile,safari,organic,southern,182,7
2025-07-01,mobile,safari,organic,eastern,82,1
2025-07-01,mobile,safari,organic,western,171,6
2025-07-01,mobile,safari,organic,central,294,6
2025-07-01,mobile,safari,paid,northern,117,6
2025-07-01,mobile,safari,paid,southern,103,8
2025-07-01,mobile,safari,paid,eastern,47,1
2025-07-01,mobile,safari,paid,western,82,1
2025-07-01,mobile,safari,paid,central,134,1
2025-07-01,desktop,chrome,organic,northern,305,19
2025-07-01,desktop,chrome,organic,southern,231,16
2025-07-01,desktop,chrome,organic,eastern,77,3
2025-07-01,desktop,chrome,organic,western,186,6
2025-07-01,desktop,chrome,organic,central,355,13
2025-07-01,desktop,chrome,paid,northern,132,9
2025-07-01,desktop,chrome,paid,southern,108,9
2025-07-01,desktop,chrome,paid,eastern,55,3
2025-07-01,desktop,chrome,paid,western,77,3
2025-07-01,desktop,chrome,paid,central,155,5
2025-07-01,desktop,firefox,organic,northern,195,6
2025-07-01,desktop,firefox,organic,southern,129,4
2025-07-01,desktop,firefox,organic,eastern,71,3
2025-07-01,desktop,firefox,organic,western,125,7
2025-07-01,desktop,firefox,organic,central,229,6
2025-07-01,desktop,firefox,paid,northern,115,6
2025-07-01,desktop,firefox,paid,southern,62,1
2025-07-01,desktop,firefox,paid,eastern,25,0
2025-07-01,desktop,firefox,paid,western,44,1
2025-07-01,desktop,firefox,paid,central,123,3
2025-07-01,desktop,safari,organic,northern,143,8
2025-07-01,desktop,safari,organic,southern,94,0
2025-07-01,desktop,safari,organic,eastern,34,4
2025-07-01,desktop,safari,organic,western,72,2
2025-07-01,desktop,safari,organic,central,118,5
2025-07-01,desktop,safari,paid,northern,66,5
2025-07-01,desktop,safari,paid,southern,29,0
2025-07-01,desktop,safari,paid,eastern,25,2
2025-07-01,desktop,safari,paid,western,35,2
2025-07-01,desktop,safari,paid,central,73,3
2025-07-01,tablet,chrome,organic,northern,106,3
2025-07-01,tablet,chrome,organic,southern,73,0
2025-07-01,tablet,chrome,organic,eastern,37,1
2025-07-01,tablet,chrome,organic,western,62,3
2025-07-01,tablet,chrome,organic,central,116,0
2025-07-01,tablet,chrome,paid,northern,53,1
2025-07-01,tablet,chrome,paid,southern,28,2
2025-07-01,tablet,chrome,paid,eastern,12,0
2025-07-01,tablet,chrome,paid,western,29,1
2025-07-01,tablet,chrome,paid,central,57,1
2025-07-01,tablet,firefox,organic,northern,62,2
2025-07-01,tablet,firefox,organic,southern,42,1
2025-07-01,tablet,firefox,organic,eastern,12,0
2025-07-01,tablet,firefox,organic,western,33,0
2025-07-01,tablet,firefox,organic,central,85,2
2025-07-01,tablet,firefox,paid,northern,28,2
2025-07-01,tablet,firefox,paid,southern,25,1
2025-07-01,tablet,firefox,paid,eastern,7,0
2025-07-01,tablet,firefox,paid,western,29,0
2025-07-01,tablet,firefox,paid,central,31,0
2025-07-01,tablet,safari,organic,northern,42,2
2025-07-01,tablet,safari,organic,southern,33,1
2025-07-01,tablet,safari,organic,eastern,18,0
2025-07-01,tablet,safari,organic,western,26,0
2025-07-01,tablet,safari,organic,central,50,0
2025-07-01,tablet,safari,paid,northern,26,1
2025-07-01,tablet,safari,paid,southern,21,2
2025-07-01,tablet,safari,paid,eastern,7,1
2025-07-01,tablet,safari,paid,western,13,1
2025-07-01,tablet,safari,paid,central,20,1
2025-07-02,mobile,chrome,organic,northern,813,46
2025-07-02,mobile,chrome,organic,southern,563,23
2025-07-02,mobile,chrome,organic,eastern,239,4
2025-07-02,mobile,chrome,organic,western,465,19
2025-07-02,mobile,chrome,organic,central,823,14
2025-07-02,mobile,chrome,paid,northern,401,20
2025-07-02,mobile,chrome,paid,southern,241,12
2025-07-02,mobile,chrome,paid,eastern,101,6
2025-07-02,mobile,chrome,paid,western,217,6
2025-07-02,mobile,chrome,paid,central,386,8
2025-07-02,mobile,firefox,organic,northern,486,20
2025-07-02,mobile,firefox,organic,southern,317,10
2025-07-02,mobile,firefox,organic,eastern,147,4
2025-07-02,mobile,firefox,organic,western,255,7
2025-07-02,mobile,firefox,organic,central,483,9
2025-07-02,mobile,firefox,paid,northern,234,8
2025-07-02,mobile,firefox,paid,southern,167,5
2025-07-02,mobile,firefox,paid,eastern,70,3
2025-07-02,mobile,firefox,paid,western,127,8
2025-07-02,mobile,firefox,paid,central,232,4
2025-07-02,mobile,safari,organic,northern,344,12
2025-07-02,mobile,safari,organic,southern,226,6
2025-07-02,mobile,safari,organic,eastern,88,3
2025-07-02,mobile,safari,organic,western,189,8
2025-07-02,mobile,safari,organic,central,368,8
2025-07-02,mobile,safari,paid,northern,146,11
2025-07-02,mobile,safari,paid,southern,127,9
2025-07-02,mobile,safari,paid,eastern,51,4
2025-07-02,mobile,safari,paid,western,88,1
2025-07-02,mobile,safari,paid,central,165,3
2025-07-02,desktop,chrome,organic,northern,414,16
2025-07-02,desktop,chrome,organic,southern,326,21
2025-07-02,desktop,chrome,organic,eastern,123,5
2025-07-02,desktop,chrome,organic,western,214,9
2025-07-02,desktop,chrome,organic,central,410,7
2025-07-02,desktop,chrome,paid,northern,205,12
2025-07-02,desktop,chrome,paid,southern,121,6
2025-07-02,desktop,chrome,paid,eastern,49,2
2025-07-02,desktop,chrome,paid,western,103,4
2025-07-02,desktop,chrome,paid,central,207,4
2025-07-02,desktop,firefox,organic,northern,253,14
2025-07-02,desktop,firefox,organic,southern,165,6
2025-07-02,desktop,firefox,organic,eastern,71,2
2025-07-02,desktop,firefox,organic,western,137,3
2025-07-02,desktop,firefox,organic,central,282,9
2025-07-02,desktop,firefox,paid,northern,114,8
2025-07-02,desktop,firefox,paid,southern,80,8
2025-07-02,desktop,firefox,paid,eastern,30,1
2025-07-02,desktop,firefox,paid,western,63,6
2025-07-02,desktop,firefox,paid,central,119,6
2025-07-02,desktop,safari,organic,northern,189,12
2025-07-02,desktop,safari,organic,southern,113,10
2025-07-02,desktop,safari,organic,eastern,45,1
2025-07-02,desktop,safari,organic,western,130,5
2025-07-02,desktop,safari,organic,central,197,2
2025-07-02,desktop,safari,paid,northern,90,7
2025-07-02,desktop,safari,paid,southern,63,6
2025-07-02,desktop,safari,paid,eastern,17,1
2025-07-02,desktop,safari,paid,western,53,1
2025-07-02,desktop,safari,paid,central,89,3
2025-07-02,tablet,chrome,organic,northern,139,3
2025-07-02,tablet,chrome,organic,southern,96,4
2025-07-02,tablet,chrome,organic,eastern,35,0
2025-07-02,tablet,chrome,organic,western,73,4
2025-07-02,tablet,chrome,organic,central,129,1
2025-07-02,tablet,chrome,paid,northern,64,2
2025-07-02,tablet,chrome,paid,southern,42,3
2025-07-02,tablet,chrome,paid,eastern,12,0
2025-07-02,tablet,chrome,paid,western,30,0
2025-07-02,tablet,chrome,paid,central,72,2
2025-07-02,tablet,firefox,organic,northern,76,1
2025-07-02,tablet,firefox,organic,southern,58,5
2025-07-02,tablet,firefox,organic,eastern,13,0
2025-07-02,tablet,firefox,organic,western,43,0
2025-07-02,tablet,firefox,organic,central,68,1
2025-07-02,tablet,firefox,paid,northern,39,0
2025-07-02,tablet,firefox,paid,southern,28,2
2025-07-02,tablet,firefox,paid,eastern,12,1
2025-07-02,tablet,firefox,paid,western,21,2
2025-07-02,tablet,firefox,paid,central,41,0
2025-07-02,tablet,safari,organic,northern,57,1
2025-07-02,tablet,safari,organic,southern,41,0
2025-07-02,tablet,safari,organic,eastern,27,1
2025-07-02,tablet,safari,organic,western,23,1
2025-07-02,tablet,safari,organic,central,59,1
2025-07-02,tablet,safari,paid,northern,25,3
2025-07-02,tablet,safari,paid,southern,16,0
2025-07-02,tablet,safari,paid,eastern,7,0
2025-07-02,tablet,safari,paid,western,14,0
2025-07-02,tablet,safari,paid,central,30,0
2025-07-03,mobile,chrome,organic,northern,848,42
2025-07-03,mobile,chrome,organic,southern,555,36
2025-07-03,mobile,chrome,organic,eastern,227,6
2025-07-03,mobile,chrome,organic,western,459,16
2025-07-03,mobile,chrome,organic,central,873,21
2025-07-03,mobile,chrome,paid,northern,344,27
2025-07-03,mobile,chrome,paid,southern,181,12
2025-07-03,mobile,chrome,paid,eastern,94,1
2025-07-03,mobile,chrome,paid,western,156,8
2025-07-03,mobile,chrome,paid,central,347,5
2025-07-03,mobile,firefox,organic,northern,497,25
2025-07-03,mobile,firefox,organic,southern,319,11
2025-07-03,mobile,firefox,organic,eastern,133,3
2025-07-03,mobile,firefox,organic,western,237,10
2025-07-03,mobile,firefox,organic,central,482,6
2025-07-03,mobile,firefox,paid,northern,203,8
2025-07-03,mobile,firefox,paid,southern,127,6
2025-07-03,mobile,firefox,paid,eastern,64,1
2025-07-03,mobile,firefox,paid,western,116,4
2025-07-03,mobile,firefox,paid,central,193,13
2025-07-03,mobile,safari,organic,northern,330,22
2025-07-03,mobile,safari,organic,southern,231,16
2025-07-03,mobile,safari,organic,eastern,85,5
2025-07-03,mobile,safari,organic,western,162,5
2025-07-03,mobile,safari,organic,central,326,7
2025-07-03,mobile,safari,paid,northern,133,7
2025-07-03,mobile,safari,paid,southern,77,7
2025-07-03,mobile,safari,paid,eastern,41,2
2025-07-03,mobile,safari,paid,western,58,2
2025-07-03,mobile,safari,paid,central,135,4
2025-07-03,desktop,chrome,organic,northern,456,27
2025-07-03,desktop,chrome,organic,southern,257,14
2025-07-03,desktop,chrome,organic,eastern,127,7
2025-07-03,desktop,chrome,organic,western,229,9
2025-07-03,desktop,chrome,organic,central,472,19
2025-07-03,desktop,chrome,paid,northern,146,11
2025-07-03,desktop,chrome,paid,southern,117,10
2025-07-03,desktop,chrome,paid,eastern,51,5
2025-07-03,desktop,chrome,paid,western,75,7
2025-07-03,desktop,chrome,paid,central,196,4
2025-07-03,desktop,firefox,organic,northern,293,12
2025-07-03,desktop,firefox,organic,southern,181,9
2025-07-03,desktop,firefox,organic,eastern,84,2
2025-07-03,desktop,firefox,organic,western,138,6
2025-07-03,desktop,firefox,organic,central,257,11
2025-07-03,desktop,firefox,paid,northern,115,5
2025-07-03,desktop,firefox,paid,southern,78,5
2025-07-03,desktop,firefox,paid,eastern,27,0
2025-07-03,desktop,firefox,paid,western,62,5
2025-07-03,desktop,firefox,paid,central,106,7
2025-07-03,desktop,safari,organic,northern,155,10
2025-07-03,desktop,safari,organic,southern,126,4
2025-07-03,desktop,safari,organic,eastern,46,3
2025-07-03,desktop,safari,organic,western,84,5
2025-07-03,desktop,safari,organic,central,164,4
2025-07-03,desktop,safari,paid,northern,67,8
2025-07-03,desktop,safari,paid,southern,38,7
2025-07-03,desktop,safari,paid,eastern,16,1
2025-07-03,desktop,safari,paid,western,39,3
2025-07-03,desktop,safari,paid,central,64,2
2025-07-03,tablet,chrome,organic,northern,113,5
2025-07-03,tablet,chrome,organic,southern,78,2
2025-07-03,tablet,chrome,organic,eastern,30,0
2025-07-03,tablet,chrome,organic,western,74,0
2025-07-03,tablet,chrome,organic,central,111,1
2025-07-03,tablet,chrome,paid,northern,63,2
2025-07-03,tablet,chrome,paid,southern,28,1
2025-07-03,tablet,chrome,paid,eastern,14,0
2025-07-03,tablet,chrome,paid,western,29,1
2025-07-03,tablet,chrome,paid,central,62,1
2025-07-03,tablet,firefox,organic,northern,90,3
2025-07-03,tablet,firefox,organic,southern,57,3
2025-07-03,tablet,firefox,organic,eastern,19,0
2025-07-03,tablet,firefox,organic,western,46,4
2025-07-03,tablet,firefox,organic,central,84,1
2025-07-03,tablet,firefox,paid,northern,41,2
2025-07-03,tablet,firefox,paid,southern,27,0
2025-07-03,tablet,firefox,paid,eastern,6,0
2025-07-03,tablet,firefox,paid,western,15,1
2025-07-03,tablet,firefox,paid,central,29,2
2025-07-03,tablet,safari,organic,northern,49,7
2025-07-03,tablet,safari,organic,southern,39,1
2025-07-03,tablet,safari,organic,eastern,24,1
2025-07-03,tablet,safari,organic,western,31,1
2025-07-03,tablet,safari,organic,central,40,1
2025-07-03,tablet,safari,paid,northern,30,0
2025-07-03,tablet,safari,paid,southern,12,1
2025-07-03,tablet,safari,paid,eastern,6,1
2025-07-03,tablet,safari,paid,western,13,0
2025-07-03,tablet,safari,paid,central,20,0
2025-07-04,mobile,chrome,organic,northern,803,28
2025-07-04,mobile,chrome,organic,southern,500,17
2025-07-04,mobile,chrome,organic,eastern,206,1
2025-07-04,mobile,chrome,organic,western,475,12
2025-07-04,mobile,chrome,organic,central,916,16
2025-07-04,mobile,chrome,paid,northern,381,21
2025-07-04,mobile,chrome,paid,southern,219,8
2025-07-04,mobile,chrome,paid,eastern,89,2
2025-07-04,mobile,chrome,paid,western,164,6
2025-07-04,mobile,chrome,paid,central,397,10
2025-07-04,mobile,firefox,organic,northern,496,26
2025-07-04,mobile,firefox,organic,southern,310,5
2025-07-04,mobile,firefox,organic,eastern,116,5
2025-07-04,mobile,firefox,organic,western,241,7
2025-07-04,mobile,firefox,organic,central,503,11
2025-07-04,mobile,firefox,paid,northern,203,9
2025-07-04,mobile,firefox,paid,southern,125,5
2025-07-04,mobile,firefox,paid,eastern,59,3
2025-07-04,mobile,firefox,paid,western,94,6
2025-07-04,mobile,firefox,paid,central,219,3
2025-07-04,mobile,safari,organic,northern,319,11
2025-07-04,mobile,safari,organic,southern,210,8
2025-07-04,mobile,safari,organic,eastern,73,4
2025-07-04,mobile,safari,organic,western,170,4
2025-07-04,mobile,safari,organic,central,317,8
2025-07-04,mobile,safari,paid,northern,133,9
2025-07-04,mobile,safari,paid,southern,83,6
2025-07-04,mobile,safari,paid,eastern,29,1
2025-07-04,mobile,safari,paid,western,75,3
2025-07-04,mobile,safari,paid,central,128,7
2025-07-04,desktop,chrome,organic,northern,379,19
2025-07-04,desktop,chrome,organic,southern,278,14
2025-07-04,desktop,chrome,organic,eastern,99,2
2025-07-04,desktop,chrome,organic,western,192,8
2025-07-04,desktop,chrome,organic,central,419,8
2025-07-04,desktop,chrome,paid,northern,133,6
2025-07-04,desktop,chrome,paid,southern,110,8
2025-07-04,desktop,chrome,paid,eastern,44,1
2025-07-04,desktop,chrome,paid,western,81,5
2025-07-04,desktop,chrome,paid,central,168,4
2025-07-04,desktop,firefox,organic,northern,243,11
2025-07-04,desktop,firefox,organic,southern,146,5
2025-07-04,desktop,firefox,organic,eastern,68,2
2025-07-04,desktop,firefox,organic,western,137,3
2025-07-04,desktop,firefox,organic,central,266,7
2025-07-04,desktop,firefox,paid,northern,89,7
2025-07-04,desktop,firefox,paid,southern,66,2
2025-07-04,desktop,firefox,paid,eastern,26,0
2025-07-04,desktop,firefox,paid,western,54,3
2025-07-04,desktop,firefox,paid,central,94,3
2025-07-04,desktop,safari,organic,northern,152,9
2025-07-04,desktop,safari,organic,southern,103,6
2025-07-04,desktop,safari,organic,eastern,47,1
2025-07-04,desktop,safari,organic,western,93,3
2025-07-04,desktop,safari,organic,central,165,3
2025-07-04,desktop,safari,paid,northern,67,3
2025-07-04,desktop,safari,paid,southern,34,3
2025-07-04,desktop,safari,paid,eastern,25,0
2025-07-04,desktop,safari,paid,western,33,4
2025-07-04,desktop,safari,paid,central,75,4
2025-07-04,tablet,chrome,organic,northern,143,7
2025-07-04,tablet,chrome,organic,southern,73,4
2025-07-04,tablet,chrome,organic,eastern,40,0
2025-07-04,tablet,chrome,organic,western,82,3
2025-07-04,tablet,chrome,organic,central,161,1
2025-07-04,tablet,chrome,paid,northern,45,0
2025-07-04,tablet,chrome,paid,southern,26,2
2025-07-04,tablet,chrome,paid,eastern,15,0
2025-07-04,tablet,chrome,paid,western,41,4
2025-07-04,tablet,chrome,paid,central,53,1
2025-07-04,tablet,firefox,organic,northern,77,3
2025-07-04,tablet,firefox,organic,southern,57,1
2025-07-04,tablet,firefox,organic,eastern,27,1
2025-07-04,tablet,firefox,organic,western,50,0
2025-07-04,tablet,firefox,organic,central,86,2
2025-07-04,tablet,firefox,paid,northern,33,0
2025-07-04,tablet,firefox,paid,southern,14,1
2025-07-04,tablet,firefox,paid,eastern,10,0
2025-07-04,tablet,firefox,paid,western,20,0
2025-07-04,tablet,firefox,paid,central,27,0
2025-07-04,tablet,safari,organic,northern,51,1
2025-07-04,tablet,safari,organic,southern,33,2
2025-07-04,tablet,safari,organic,eastern,15,0
2025-07-04,tablet,safari,organic,western,36,0
2025-07-04,tablet,safari,organic,central,50,1
2025-07-04,tablet,safari,paid,northern,21,0
2025-07-04,tablet,safari,paid,southern,14,0
2025-07-04,tablet,safari,paid,eastern,9,1
2025-07-04,tablet,safari,paid,western,8,0
2025-07-04,tablet,safari,paid,central,24,0
2025-07-05,mobile,chrome,organic,northern,914,38
2025-07-05,mobile,chrome,organic,southern,601,33
2025-07-05,mobile,chrome,organic,eastern,232,7
2025-07-05,mobile,chrome,organic,western,488,11
2025-07-05,mobile,chrome,organic,central,1029,29
2025-07-05,mobile,chrome,paid,northern,364,19
2025-07-05,mobile,chrome,paid,southern,229,10
2025-07-05,mobile,chrome,paid,eastern,99,2
2025-07-05,mobile,chrome,paid,western,165,8
2025-07-05,mobile,chrome,paid,central,396,12
2025-07-05,mobile,firefox,organic,northern,531,22
2025-07-05,mobile,firefox,organic,southern,368,16
2025-07-05,mobile,firefox,organic,eastern,118,2
2025-07-05,mobile,firefox,organic,western,281,11
2025-07-05,mobile,firefox,organic,central,622,9
2025-07-05,mobile,firefox,paid,northern,227,15
2025-07-05,mobile,firefox,paid,southern,131,7
2025-07-05,mobile,firefox,paid,eastern,69,3
2025-07-05,mobile,firefox,paid,western,99,4
2025-07-05,mobile,firefox,paid,central,235,7
2025-07-05,mobile,safari,organic,northern,366,13
2025-07-05,mobile,safari,organic,southern,232,14
2025-07-05,mobile,safari,organic,eastern,103,1
2025-07-05,mobile,safari,organic,western,183,4
2025-07-05,mobile,safari,organic,central,405,11
2025-07-05,mobile,safari,paid,northern,136,11
2025-07-05,mobile,safari,paid,southern,85,2
2025-07-05,mobile,safari,paid,eastern,37,3
2025-07-05,mobile,safari,paid,western,81,8
2025-07-05,mobile,safari,paid,central,180,6
2025-07-05,desktop,chrome,organic,northern,443,24
2025-07-05,desktop,chrome,organic,southern,296,17
2025-07-05,desktop,chrome,organic,eastern,105,2
2025-07-05,desktop,chrome,organic,western,232,9
2025-07-05,desktop,chrome,organic,central,505,19
2025-07-05,desktop,chrome,paid,northern,182,19
2025-07-05,desktop,chrome,paid,southern,106,11
2025-07-05,desktop,chrome,paid,eastern,52,1
2025-07-05,desktop,chrome,paid,western,110,4
2025-07-05,desktop,chrome,paid,central,214,6
2025-07-05,desktop,firefox,organic,northern,274,13
2025-07-05,desktop,firefox,organic,southern,184,7
2025-07-05,desktop,firefox,organic,eastern,82,2
2025-07-05,desktop,firefox,organic,western,154,6
2025-07-05,desktop,firefox,organic,central,316,10
2025-07-05,desktop,firefox,paid,northern,110,9
2025-07-05,desktop,firefox,paid,southern,78,6
2025-07-05,desktop,firefox,paid,eastern,27,0
2025-07-05,desktop,firefox,paid,western,54,0
2025-07-05,desktop,firefox,paid,central,113,5
2025-07-05,desktop,safari,organic,northern,174,11
2025-07-05,desktop,safari,organic,southern,113,7
2025-07-05,desktop,safari,organic,eastern,45,0
2025-07-05,desktop,safari,organic,western,94,3
2025-07-05,desktop,safari,organic,central,207,7
2025-07-05,desktop,safari,paid,northern,61,7
2025-07-05,desktop,safari,paid,southern,46,6
2025-07-05,desktop,safari,paid,eastern,12,0
2025-07-05,desktop,safari,paid,western,47,3
2025-07-05,desktop,safari,paid,central,88,5
2025-07-05,tablet,chrome,organic,northern,171,6
2025-07-05,tablet,chrome,organic,southern,84,3
2025-07-05,tablet,chrome,organic,eastern,44,2
2025-07-05,tablet,chrome,organic,western,83,3
2025-07-05,tablet,chrome,organic,central,179,6
2025-07-05,tablet,chrome,paid,northern,56,1
2025-07-05,tablet,chrome,paid,southern,37,2
2025-07-05,tablet,chrome,paid,eastern,19,1
2025-07-05,tablet,chrome,paid,western,33,0
2025-07-05,tablet,chrome,paid,central,77,3
2025-07-05,tablet,firefox,organic,northern,86,1
2025-07-05,tablet,firefox,organic,southern,74,3
2025-07-05,tablet,firefox,organic,eastern,17,0
2025-07-05,tablet,firefox,organic,western,51,0
2025-07-05,tablet,firefox,organic,central,90,1
2025-07-05,tablet,firefox,paid,northern,43,2
2025-07-05,tablet,firefox,paid,southern,22,1
2025-07-05,tablet,firefox,paid,eastern,9,0
2025-07-05,tablet,firefox,paid,western,8,1
2025-07-05,tablet,firefox,paid,central,42,1
2025-07-05,tablet,safari,organic,northern,61,2
2025-07-05,tablet,safari,organic,southern,40,0
2025-07-05,tablet,safari,organic,eastern,15,1
2025-07-05,tablet,safari,organic,western,34,0
2025-07-05,tablet,safari,organic,central,54,1
2025-07-05,tablet,safari,paid,northern,34,3
2025-07-05,tablet,safari,paid,southern,13,0
2025-07-05,tablet,safari,paid,eastern,4,0
2025-07-05,tablet,safari,paid,western,7,0
2025-07-05,tablet,safari,paid,central,18,1
2025-07-06,mobile,chrome,organic,northern,897,39
2025-07-06,mobile,chrome,organic,southern,610,23
2025-07-06,mobile,chrome,organic,eastern,244,6
2025-07-06,mobile,chrome,organic,western,441,16
2025-07-06,mobile,chrome,organic,central,928,23
2025-07-06,mobile,chrome,paid,northern,385,17
2025-07-06,mobile,chrome,paid,southern,282,19
2025-07-06,mobile,chrome,paid,eastern,119,5
2025-07-06,mobile,chrome,paid,western,257,15
2025-07-06,mobile,chrome,paid,central,516,14
2025-07-06,mobile,firefox,organic,northern,509,26
2025-07-06,mobile,firefox,organic,southern,351,17
2025-07-06,mobile,firefox,organic,eastern,155,3
2025-07-06,mobile,firefox,organic,western,301,8
2025-07-06,mobile,firefox,organic,central,605,18
2025-07-06,mobile,firefox,paid,northern,271,16
2025-07-06,mobile,firefox,paid,southern,192,14
2025-07-06,mobile,firefox,paid,eastern,68,3
2025-07-06,mobile,firefox,paid,western,137,6
2025-07-06,mobile,firefox,paid,central,292,4
2025-07-06,mobile,safari,organic,northern,352,15
2025-07-06,mobile,safari,organic,southern,213,16
2025-07-06,mobile,safari,organic,eastern,88,2
2025-07-06,mobile,safari,organic,western,174,3
2025-07-06,mobile,safari,organic,central,391,11
2025-07-06,mobile,safari,paid,northern,147,11
2025-07-06,mobile,safari,paid,southern,104,5
2025-07-06,mobile,safari,paid,eastern,37,1
2025-07-06,mobile,safari,paid,western,109,5
2025-07-06,mobile,safari,paid,central,161,1
2025-07-06,desktop,chrome,organic,northern,449,28
2025-07-06,desktop,chrome,organic,southern,306,13
2025-07-06,desktop,chrome,organic,eastern,130,6
2025-07-06,desktop,chrome,organic,western,254,13
2025-07-06,desktop,chrome,organic,central,507,15
2025-07-06,desktop,chrome,paid,northern,233,14
2025-07-06,desktop,chrome,paid,southern,153,10
2025-07-06,desktop,chrome,paid,eastern,56,2
2025-07-06,desktop,chrome,paid,western,126,5
2025-07-06,desktop,chrome,paid,central,228,11
2025-07-06,desktop,firefox,organic,northern,290,14
2025-07-06,desktop,firefox,organic,southern,178,11
2025-07-06,desktop,firefox,organic,eastern,66,0
2025-07-06,desktop,firefox,organic,western,150,3
2025-07-06,desktop,firefox,organic,central,337,14
2025-07-06,desktop,firefox,paid,northern,120,8
2025-07-06,desktop,firefox,paid,southern,83,5
2025-07-06,desktop,firefox,paid,eastern,36,1
2025-07-06,desktop,firefox,paid,western,73,2
2025-07-06,desktop,firefox,paid,central,174,7
2025-07-06,desktop,safari,organic,northern,150,5
2025-07-06,desktop,safari,organic,southern,97,6
2025-07-06,desktop,safari,organic,eastern,51,2
2025-07-06,desktop,safari,organic,western,103,8
2025-07-06,desktop,safari,organic,central,179,5
2025-07-06,desktop,safari,paid,northern,74,3
2025-07-06,desktop,safari,paid,southern,58,4
2025-07-06,desktop,safari,paid,eastern,29,0
2025-07-06,desktop,safari,paid,western,45,1
2025-07-06,desktop,safari,paid,central,79,0
2025-07-06,tablet,chrome,organic,northern,125,4
2025-07-06,tablet,chrome,organic,southern,99,1
2025-07-06,tablet,chrome,organic,eastern,39,1
2025-07-06,tablet,chrome,organic,western,82,5
2025-07-06,tablet,chrome,organic,central,175,4
2025-07-06,tablet,chrome,paid,northern,69,1
2025-07-06,tablet,chrome,paid,southern,47,1
2025-07-06,tablet,chrome,paid,eastern,14,0
2025-07-06,tablet,chrome,paid,western,31,2
2025-07-06,tablet,chrome,paid,central,100,0
2025-07-06,tablet,firefox,organic,northern,80,4
2025-07-06,tablet,firefox,organic,southern,52,2
2025-07-06,tablet,firefox,organic,eastern,33,1
2025-07-06,tablet,firefox,organic,western,49,3
2025-07-06,tablet,firefox,organic,central,79,2
2025-07-06,tablet,firefox,paid,northern,30,2
2025-07-06,tablet,firefox,paid,southern,29,1
2025-07-06,tablet,firefox,paid,eastern,9,0
2025-07-06,tablet,firefox,paid,western,27,1
2025-07-06,tablet,firefox,paid,central,38,0
2025-07-06,tablet,safari,organic,northern,76,3
2025-07-06,tablet,safari,organic,southern,35,0
2025-07-06,tablet,safari,organic,eastern,18,0
2025-07-06,tablet,safari,organic,western,26,0
2025-07-06,tablet,safari,organic,central,56,2
2025-07-06,tablet,safari,paid,northern,23,3
2025-07-06,tablet,safari,paid,southern,22,1
2025-07-06,tablet,safari,paid,eastern,11,0
