day,device,channel,visitors,signups,retained_1_week,retained_1_month,retained_2_months
2025-03-18,mobile,organic,64,22,14.0,11.0,
2025-03-18,desktop,organic,32,16,7.0,5.0,
2025-03-18,tablet,organic,10,1,0.0,0.0,
2025-03-18,mobile,paid,120,46,7.0,3.0,
2025-03-18,desktop,paid,60,18,2.0,1.0,
2025-03-18,tablet,paid,20,10,0.0,0.0,
2025-03-18,mobile,referral,40,15,8.0,8.0,
2025-03-18,desktop,referral,20,9,3.0,2.0,
2025-03-18,tablet,referral,6,3,2.0,2.0,
2025-03-18,mobile,social,19,8,3.0,3.0,
2025-03-18,desktop,social,9,5,1.0,1.0,
2025-03-18,tablet,social,3,2,2.0,2.0,
2025-03-19,mobile,organic,43,20,10.0,9.0,
2025-03-19,desktop,organic,21,8,2.0,1.0,
2025-03-19,tablet,organic,7,3,2.0,2.0,
2025-03-19,mobile,paid,121,54,3.0,0.0,
2025-03-19,desktop,paid,60,24,1.0,1.0,
2025-03-19,tablet,paid,20,8,1.0,0.0,
2025-03-19,mobile,referral,35,14,9.0,7.0,
2025-03-19,desktop,referral,17,6,3.0,2.0,
2025-03-19,tablet,referral,5,2,1.0,1.0,
2025-03-19,mobile,social,10,5,3.0,3.0,
2025-03-19,desktop,social,5,3,3.0,3.0,
2025-03-19,tablet,social,1,0,0.0,0.0,
2025-03-20,mobile,organic,60,17,9.0,6.0,
2025-03-20,desktop,organic,30,16,8.0,8.0,
2025-03-20,tablet,organic,10,3,2.0,2.0,
2025-03-20,mobile,paid,121,58,5.0,0.0,
2025-03-20,desktop,paid,60,31,2.0,0.0,
2025-03-20,tablet,paid,20,8,0.0,0.0,
2025-03-20,mobile,referral,27,11,4.0,3.0,
2025-03-20,desktop,referral,13,6,4.0,4.0,
2025-03-20,tablet,referral,4,1,0.0,0.0,
2025-03-20,mobile,social,8,3,1.0,1.0,
2025-03-20,desktop,social,4,0,0.0,0.0,
2025-03-20,tablet,social,1,0,0.0,0.0,
2025-03-21,mobile,organic,47,19,6.0,5.0,
2025-03-21,desktop,organic,23,12,6.0,5.0,
2025-03-21,tablet,organic,7,3,0.0,0.0,
2025-03-21,mobile,paid,119,50,3.0,2.0,
2025-03-21,desktop,paid,59,25,2.0,1.0,
2025-03-21,tablet,paid,19,9,3.0,1.0,
2025-03-21,mobile,referral,35,17,10.0,10.0,
2025-03-21,desktop,referral,17,9,4.0,3.0,
2025-03-21,tablet,referral,5,1,1.0,1.0,
2025-03-21,mobile,social,10,4,0.0,0.0,
2025-03-21,desktop,social,5,3,1.0,1.0,
2025-03-21,tablet,social,1,1,0.0,0.0,
2025-03-22,mobile,organic,60,24,14.0,11.0,
2025-03-22,desktop,organic,30,16,11.0,10.0,
2025-03-22,tablet,organic,10,5,3.0,2.0,
2025-03-22,mobile,paid,130,42,4.0,1.0,
2025-03-22,desktop,paid,65,28,2.0,0.0,
2025-03-22,tablet,paid,21,12,0.0,0.0,
2025-03-22,mobile,referral,48,16,14.0,12.0,
2025-03-22,desktop,referral,24,12,9.0,9.0,
2025-03-22,tablet,referral,8,5,3.0,2.0,
2025-03-22,mobile,social,13,7,0.0,0.0,
2025-03-22,desktop,social,6,3,2.0,2.0,
2025-03-22,tablet,social,2,0,0.0,0.0,
2025-03-23,mobile,organic,53,31,16.0,12.0,
2025-03-23,desktop,organic,26,8,4.0,3.0,
2025-03-23,tablet,organic,8,5,5.0,5.0,
2025-03-23,mobile,paid,120,39,4.0,3.0,
2025-03-23,desktop,paid,60,20,1.0,0.0,
2025-03-23,tablet,paid,20,8,0.0,0.0,
2025-03-23,mobile,referral,30,13,8.0,6.0,
2025-03-23,desktop,referral,15,6,5.0,5.0,
2025-03-23,tablet,referral,5,0,0.0,0.0,
2025-03-23,mobile,social,12,4,2.0,2.0,
2025-03-23,desktop,social,6,2,0.0,0.0,
2025-03-23,tablet,social,2,0,0.0,0.0,
2025-03-24,mobile,organic,63,30,18.0,14.0,
2025-03-24,desktop,organic,31,11,4.0,3.0,
2025-03-24,tablet,organic,10,4,3.0,3.0,
2025-03-24,mobile,paid,137,52,8.0,1.0,
2025-03-24,desktop,paid,68,35,3.0,0.0,
2025-03-24,tablet,paid,22,10,0.0,0.0,
2025-03-24,mobile,referral,38,16,9.0,5.0,
2025-03-24,desktop,referral,19,12,8.0,5.0,
2025-03-24,tablet,referral,6,3,2.0,1.0,
2025-03-24,mobile,social,16,8,1.0,1.0,
2025-03-24,desktop,social,8,3,0.0,0.0,
2025-03-24,tablet,social,2,1,1.0,1.0,
2025-03-25,mobile,organic,54,22,12.0,10.0,
2025-03-25,desktop,organic,27,10,6.0,6.0,
2025-03-25,tablet,organic,9,4,2.0,1.0,
2025-03-25,mobile,paid,124,51,5.0,2.0,
2025-03-25,desktop,paid,62,28,2.0,0.0,
2025-03-25,tablet,paid,20,10,0.0,0.0,
2025-03-25,mobile,referral,27,10,6.0,6.0,
2025-03-25,desktop,referral,13,3,1.0,1.0,
2025-03-25,tablet,referral,4,1,1.0,1.0,
2025-03-25,mobile,social,10,5,0.0,0.0,
2025-03-25,desktop,social,5,3,1.0,1.0,
2025-03-25,tablet,social,1,0,0.0,0.0,
2025-03-26,mobile,organic,49,24,14.0,11.0,
2025-03-26,desktop,organic,24,8,4.0,3.0,
2025-03-26,tablet,organic,8,2,0.0,0.0,
2025-03-26,mobile,paid,142,53,7.0,4.0,
2025-03-26,desktop,paid,71,31,3.0,3.0,
2025-03-26,tablet,paid,23,10,1.0,1.0,
2025-03-26,mobile,referral,38,15,5.0,4.0,
2025-03-26,desktop,referral,19,7,5.0,5.0,
2025-03-26,tablet,referral,6,3,2.0,2.0,
2025-03-26,mobile,social,13,6,2.0,2.0,
2025-03-26,desktop,social,6,1,1.0,1.0,
2025-03-26,tablet,social,2,1,0.0,0.0,
2025-03-27,mobile,organic,43,16,10.0,8.0,
2025-03-27,desktop,organic,21,8,4.0,1.0,
2025-03-27,tablet,organic,7,2,0.0,0.0,
2025-03-27,mobile,paid,118,40,3.0,1.0,
2025-03-27,desktop,paid,59,25,3.0,2.0,
2025-03-27,tablet,paid,19,9,0.0,0.0,
2025-03-27,mobile,referral,30,15,6.0,5.0,
2025-03-27,desktop,referral,15,7,4.0,3.0,
2025-03-27,tablet,referral,5,1,1.0,1.0,
2025-03-27,mobile,social,8,4,3.0,3.0,
2025-03-27,desktop,social,4,1,0.0,0.0,
2025-03-27,tablet,social,1,0,0.0,0.0,
2025-03-28,mobile,organic,55,30,14.0,13.0,
2025-03-28,desktop,organic,27,11,4.0,3.0,
2025-03-28,tablet,organic,9,3,1.0,0.0,
2025-03-28,mobile,paid,157,61,13.0,1.0,
2025-03-28,desktop,paid,78,28,2.0,2.0,
2025-03-28,tablet,paid,26,9,3.0,0.0,
2025-03-28,mobile,referral,31,11,5.0,5.0,
2025-03-28,desktop,referral,15,8,4.0,2.0,
2025-03-28,tablet,referral,5,1,1.0,1.0,
2025-03-28,mobile,social,11,3,1.0,1.0,
2025-03-28,desktop,social,5,3,1.0,1.0,
2025-03-28,tablet,social,1,1,0.0,0.0,
2025-03-29,mobile,organic,50,13,8.0,,
2025-03-29,desktop,organic,25,7,4.0,,
2025-03-29,tablet,organic,8,6,4.0,,
2025-03-29,mobile,paid,129,58,8.0,,
2025-03-29,desktop,paid,64,26,4.0,,
2025-03-29,tablet,paid,21,8,2.0,,
2025-03-29,mobile,referral,32,14,5.0,,
2025-03-29,desktop,referral,16,9,8.0,,
2025-03-29,tablet,referral,5,3,2.0,,
2025-03-29,mobile,social,13,7,3.0,,
2025-03-29,desktop,social,6,1,1.0,,
2025-03-29,tablet,social,2,0,0.0,,
2025-03-30,mobile,organic,39,16,5.0,,
2025-03-30,desktop,organic,19,7,4.0,,
2025-03-30,tablet,organic,6,4,3.0,,
2025-03-30,mobile,paid,121,47,3.0,,
2025-03-30,desktop,paid,60,29,3.0,,
2025-03-30,tablet,paid,20,9,1.0,,
2025-03-30,mobile,referral,34,14,10.0,,
2025-03-30,desktop,referral,17,7,6.0,,
2025-03-30,tablet,referral,5,2,1.0,,
2025-03-30,mobile,social,10,6,1.0,,
2025-03-30,desktop,social,5,2,1.0,,
2025-03-30,tablet,social,1,1,0.0,,
2025-03-31,mobile,organic,48,23,15.0,,
2025-03-31,desktop,organic,24,12,5.0,,
2025-03-31,tablet,organic,8,4,2.0,,
2025-03-31,mobile,paid,114,51,4.0,,
2025-03-31,desktop,paid,57,23,3.0,,
2025-03-31,tablet,paid,19,9,0.0,,
2025-03-31,mobile,referral,27,11,3.0,,
2025-03-31,desktop,referral,13,3,1.0,,
2025-03-31,tablet,referral,4,1,0.0,,
2025-03-31,mobile,social,15,6,2.0,,
2025-03-31,desktop,social,7,2,1.0,,
2025-03-31,tablet,social,2,1,0.0,,
2025-04-01,mobile,organic,43,19,10.0,,
2025-04-01,desktop,organic,21,8,4.0,,
2025-04-01,tablet,organic,7,2,2.0,,
2025-04-01,mobile,paid,116,45,4.0,,
2025-04-01,desktop,paid,58,22,0.0,,
2025-04-01,tablet,paid,19,8,1.0,,
2025-04-01,mobile,referral,28,14,9.0,,
2025-04-01,desktop,referral,14,5,0.0,,
2025-04-01,tablet,referral,4,1,0.0,,
2025-04-01,mobile,social,10,2,0.0,,
2025-04-01,desktop,social,5,0,0.0,,
2025-04-01,tablet,social,1,0,0.0,,
2025-04-02,mobile,organic,49,18,9.0,,
2025-04-02,desktop,organic,24,11,5.0,,
2025-04-02,tablet,organic,8,3,3.0,,
2025-04-02,mobile,paid,134,53,4.0,,
2025-04-02,desktop,paid,67,27,1.0,,
2025-04-02,tablet,paid,22,10,0.0,,
2025-04-02,mobile,referral,36,16,6.0,,
2025-04-02,desktop,referral,18,8,5.0,,
2025-04-02,tablet,referral,6,3,2.0,,
2025-04-02,mobile,social,16,3,2.0,,
2025-04-02,desktop,social,8,3,2.0,,
2025-04-02,tablet,social,2,0,0.0,,
2025-04-03,mobile,organic,57,24,14.0,,
2025-04-03,desktop,organic,28,14,6.0,,
2025-04-03,tablet,organic,9,6,4.0,,
2025-04-03,mobile,paid,164,63,6.0,,
2025-04-03,desktop,paid,82,38,3.0,,
2025-04-03,tablet,paid,27,13,1.0,,
2025-04-03,mobile,referral,37,11,5.0,,
2025-04-03,desktop,referral,18,7,3.0,,
2025-04-03,tablet,referral,6,3,2.0,,
2025-04-03,mobile,social,19,11,3.0,,
2025-04-03,desktop,social,9,4,1.0,,
2025-04-03,tablet,social,3,1,1.0,,
2025-04-04,mobile,organic,39,18,11.0,,
2025-04-04,desktop,organic,19,8,7.0,,
2025-04-04,tablet,organic,6,4,3.0,,
2025-04-04,mobile,paid,130,51,8.0,,
2025-04-04,desktop,paid,65,28,0.0,,
2025-04-04,tablet,paid,21,8,1.0,,
2025-04-04,mobile,referral,24,11,7.0,,
2025-04-04,desktop,referral,12,9,4.0,,
2025-04-04,tablet,referral,4,2,1.0,,
2025-04-04,mobile,social,9,3,1.0,,
2025-04-04,desktop,social,4,3,1.0,,
2025-04-04,tablet,social,1,0,0.0,,
2025-04-05,mobile,organic,49,16,5.0,,
2025-04-05,desktop,organic,24,8,3.0,,
2025-04-05,tablet,organic,8,3,1.0,,
2025-04-05,mobile,paid,138,60,3.0,,
2025-04-05,desktop,paid,69,31,4.0,,
2025-04-05,tablet,paid,23,9,1.0,,
2025-04-05,mobile,referral,36,19,11.0,,
2025-04-05,desktop,referral,18,6,5.0,,
2025-04-05,tablet,referral,6,2,1.0,,
2025-04-05,mobile,social,18,7,3.0,,
2025-04-05,desktop,social,9,3,1.0,,
2025-04-05,tablet,social,3,2,1.0,,
2025-04-06,mobile,organic,49,19,10.0,,
2025-04-06,desktop,organic,24,9,5.0,,
2025-04-06,tablet,organic,8,5,2.0,,
2025-04-06,mobile,paid,157,74,7.0,,
2025-04-06,desktop,paid,78,33,3.0,,
2025-04-06,tablet,paid,26,13,2.0,,
2025-04-06,mobile,referral,33,17,7.0,,
2025-04-06,desktop,referral,16,10,4.0,,
2025-04-06,tablet,referral,5,2,1.0,,
2025-04-06,mobile,social,9,3,1.0,,
2025-04-06,desktop,social,4,2,0.0,,
2025-04-06,tablet,social,1,1,0.0,,
2025-04-07,mobile,organic,44,21,11.0,,
2025-04-07,desktop,organic,22,12,7.0,,
2025-04-07,tablet,organic,7,3,1.0,,
2025-04-07,mobile,paid,148,57,6.0,,
2025-04-07,desktop,paid,74,38,2.0,,
2025-04-07,tablet,paid,24,13,1.0,,
2025-04-07,mobile,referral,34,12,10.0,,
2025-04-07,desktop,referral,17,7,3.0,,
2025-04-07,tablet,referral,5,1,1.0,,
2025-04-07,mobile,social,19,9,3.0,,
2025-04-07,desktop,social,9,4,3.0,,
2025-04-07,tablet,social,3,2,0.0,,
2025-04-08,mobile,organic,49,19,9.0,,
2025-04-08,desktop,organic,24,13,6.0,,
2025-04-08,tablet,organic,8,3,1.0,,
2025-04-08,mobile,paid,168,74,6.0,,
2025-04-08,desktop,paid,84,42,3.0,,
2025-04-08,tablet,paid,28,12,1.0,,
2025-04-08,mobile,referral,33,15,10.0,,
2025-04-08,desktop,referral,16,8,5.0,,
2025-04-08,tablet,referral,5,2,1.0,,
2025-04-08,mobile,social,13,5,3.0,,
2025-04-08,desktop,social,6,1,0.0,,
2025-04-08,tablet,social,2,2,0.0,,
2025-04-09,mobile,organic,50,17,7.0,,
2025-04-09,desktop,organic,25,9,2.0,,
2025-04-09,tablet,organic,8,2,0.0,,
2025-04-09,mobile,paid,157,63,3.0,,
2025-04-09,desktop,paid,78,36,0.0,,
2025-04-09,tablet,paid,26,10,1.0,,
2025-04-09,mobile,referral,31,12,5.0,,
2025-04-09,desktop,referral,15,7,5.0,,
2025-04-09,tablet,referral,5,1,1.0,,
2025-04-09,mobile,social,13,6,3.0,,
2025-04-09,desktop,social,6,1,1.0,,
2025-04-09,tablet,social,2,1,1.0,,
2025-04-10,mobile,organic,45,16,8.0,,
2025-04-10,desktop,organic,22,14,7.0,,
2025-04-10,tablet,organic,7,5,3.0,,
2025-04-10,mobile,paid,163,77,6.0,,
2025-04-10,desktop,paid,81,34,1.0,,
2025-04-10,tablet,paid,27,11,0.0,,
2025-04-10,mobile,referral,30,11,8.0,,
2025-04-10,desktop,referral,15,4,3.0,,
2025-04-10,tablet,referral,5,1,0.0,,
2025-04-10,mobile,social,14,3,0.0,,
2025-04-10,desktop,social,7,2,1.0,,
2025-04-10,tablet,social,2,0,0.0,,
2025-04-11,mobile,organic,46,20,9.0,,
2025-04-11,desktop,organic,23,11,5.0,,
2025-04-11,tablet,organic,7,3,3.0,,
2025-04-11,mobile,paid,165,66,6.0,,
2025-04-11,desktop,paid,82,33,4.0,,
2025-04-11,tablet,paid,27,12,1.0,,
2025-04-11,mobile,referral,45,25,12.0,,
2025-04-11,desktop,referral,22,9,5.0,,
2025-04-11,tablet,referral,7,4,4.0,,
2025-04-11,mobile,social,15,5,1.0,,
2025-04-11,desktop,social,7,2,0.0,,
2025-04-11,tablet,social,2,1,0.0,,
2025-04-12,mobile,organic,52,27,17.0,,
2025-04-12,desktop,organic,26,12,7.0,,
2025-04-12,tablet,organic,8,3,3.0,,
2025-04-12,mobile,paid,181,73,7.0,,
2025-04-12,desktop,paid,90,40,6.0,,
2025-04-12,tablet,paid,30,11,0.0,,
2025-04-12,mobile,referral,30,14,8.0,,
2025-04-12,desktop,referral,15,6,6.0,,
2025-04-12,tablet,referral,5,3,2.0,,
2025-04-12,mobile,social,20,9,4.0,,
2025-04-12,desktop,social,10,4,1.0,,
2025-04-12,tablet,social,3,2,0.0,,
2025-04-13,mobile,organic,44,15,5.0,,
2025-04-13,desktop,organic,22,12,10.0,,
2025-04-13,tablet,organic,7,0,0.0,,
2025-04-13,mobile,paid,172,78,5.0,,
2025-04-13,desktop,paid,86,32,5.0,,
2025-04-13,tablet,paid,28,12,1.0,,
2025-04-13,mobile,referral,44,14,8.0,,
2025-04-13,desktop,referral,22,11,7.0,,
2025-04-13,tablet,referral,7,3,3.0,,
2025-04-13,mobile,social,16,5,4.0,,
2025-04-13,desktop,social,8,5,1.0,,
2025-04-13,tablet,social,2,0,0.0,,
2025-04-14,mobile,organic,51,18,5.0,,
2025-04-14,desktop,organic,25,13,5.0,,
2025-04-14,tablet,organic,8,5,2.0,,
2025-04-14,mobile,paid,186,85,7.0,,
2025-04-14,desktop,paid,93,45,5.0,,
2025-04-14,tablet,paid,31,12,0.0,,
2025-04-14,mobile,referral,39,18,11.0,,
2025-04-14,desktop,referral,19,10,5.0,,
2025-04-14,tablet,referral,6,5,1.0,,
2025-04-14,mobile,social,9,2,0.0,,
2025-04-14,desktop,social,4,1,1.0,,
2025-04-14,tablet,social,1,0,0.0,,
2025-04-15,mobile,organic,60,30,22.0,,
2025-04-15,desktop,organic,30,13,8.0,,
2025-04-15,tablet,organic,10,7,4.0,,
2025-04-15,mobile,paid,193,84,4.0,,
2025-04-15,desktop,paid,96,42,4.0,,
2025-04-15,tablet,paid,32,15,4.0,,
2025-04-15,mobile,referral,27,11,7.0,,
2025-04-15,desktop,referral,13,5,2.0,,
2025-04-15,tablet,referral,4,3,2.0,,
2025-04-15,mobile,social,14,7,3.0,,
2025-04-15,desktop,social,7,1,1.0,,
2025-04-15,tablet,social,2,1,1.0,,
2025-04-16,mobile,organic,46,17,13.0,,
2025-04-16,desktop,organic,23,11,7.0,,
2025-04-16,tablet,organic,7,3,2.0,,
2025-04-16,mobile,paid,166,56,3.0,,
2025-04-16,desktop,paid,83,34,3.0,,
2025-04-16,tablet,paid,27,14,0.0,,
2025-04-16,mobile,referral,34,9,3.0,,
2025-04-16,desktop,referral,17,6,3.0,,
2025-04-16,tablet,referral,5,2,0.0,,
2025-04-16,mobile,social,11,4,2.0,,
2025-04-16,desktop,social,5,2,1.0,,
2025-04-16,tablet,social,1,1,1.0,,
2025-04-17,mobile,organic,42,21,11.0,,
2025-04-17,desktop,organic,21,3,2.0,,
2025-04-17,tablet,organic,7,7,1.0,,
2025-04-17,mobile,paid,167,69,7.0,,
2025-04-17,desktop,paid,83,31,2.0,,
2025-04-17,tablet,paid,27,12,1.0,,
2025-04-17,mobile,referral,27,11,3.0,,
2025-04-17,desktop,referral,13,3,1.0,,
2025-04-17,tablet,referral,4,1,1.0,,
2025-04-17,mobile,social,17,7,2.0,,
2025-04-17,desktop,social,8,2,0.0,,
2025-04-17,tablet,social,2,1,0.0,,
2025-04-18,mobile,organic,43,17,11.0,,
2025-04-18,desktop,organic,21,13,5.0,,
2025-04-18,tablet,organic,7,2,0.0,,
2025-04-18,mobile,paid,167,65,5.0,,
2025-04-18,desktop,paid,83,38,6.0,,
2025-04-18,tablet,paid,27,8,1.0,,
2025-04-18,mobile,referral,33,22,11.0,,
2025-04-18,desktop,referral,16,9,6.0,,
2025-04-18,tablet,referral,5,2,1.0,,
2025-04-18,mobile,social,12,5,0.0,,
2025-04-18,desktop,social,6,2,2.0,,
2025-04-18,tablet,social,2,1,0.0,,
2025-04-19,mobile,organic,40,15,9.0,,
2025-04-19,desktop,organic,20,6,2.0,,
2025-04-19,tablet,organic,6,3,2.0,,
2025-04-19,mobile,paid,164,68,7.0,,
2025-04-19,desktop,paid,82,35,4.0,,
2025-04-19,tablet,paid,27,8,1.0,,
2025-04-19,mobile,referral,33,19,9.0,,
2025-04-19,desktop,referral,16,7,3.0,,
2025-04-19,tablet,referral,5,2,1.0,,
2025-04-19,mobile,social,12,6,2.0,,
2025-04-19,desktop,social,6,1,0.0,,
2025-04-19,tablet,social,2,0,0.0,,
2025-04-20,mobile,organic,46,18,4.0,,
2025-04-20,desktop,organic,23,7,5.0,,
2025-04-20,tablet,organic,7,4,1.0,,
2025-04-20,mobile,paid,163,68,10.0,,
2025-04-20,desktop,paid,81,29,0.0,,
2025-04-20,tablet,paid,27,8,1.0,,
2025-04-20,mobile,referral,37,14,6.0,,
2025-04-20,desktop,referral,18,11,7.0,,
2025-04-20,tablet,referral,6,3,2.0,,
2025-04-20,mobile,social,12,3,1.0,,
2025-04-20,desktop,social,6,3,2.0,,
2025-04-20,tablet,social,2,1,0.0,,
2025-04-21,mobile,organic,49,21,,,
2025-04-21,desktop,organic,24,16,,,
2025-04-21,tablet,organic,8,4,,,
2025-04-21,mobile,paid,150,76,,,
2025-04-21,desktop,paid,75,32,,,
2025-04-21,tablet,paid,25,14,,,
2025-04-21,mobile,referral,27,12,,,
2025-04-21,desktop,referral,13,5,,,
2025-04-21,tablet,referral,4,3,,,
2025-04-21,mobile,social,10,4,,,
2025-04-21,desktop,social,5,4,,,
2025-04-21,tablet,social,1,1,,,
2025-04-22,mobile,organic,39,23,,,
2025-04-22,desktop,organic,19,6,,,
2025-04-22,tablet,organic,6,3,,,
2025-04-22,mobile,paid,184,79,,,
2025-04-22,desktop,paid,92,33,,,
2025-04-22,tablet,paid,30,11,,,
2025-04-22,mobile,referral,28,11,,,
2025-04-22,desktop,referral,14,4,,,
2025-04-22,tablet,referral,4,1,,,
2025-04-22,mobile,social,7,0,,,
2025-04-22,desktop,social,3,1,,,
2025-04-22,tablet,social,1,0,,,
2025-04-23,mobile,organic,39,13,,,
2025-04-23,desktop,organic,19,9,,,
2025-04-23,tablet,organic,6,3,,,
2025-04-23,mobile,paid,204,66,,,
2025-04-23,desktop,paid,102,33,,,
2025-04-23,tablet,paid,34,14,,,
2025-04-23,mobile,referral,25,7,,,
2025-04-23,desktop,referral,12,5,,,
2025-04-23,tablet,referral,4,3,,,
2025-04-23,mobile,social,15,6,,,
2025-04-23,desktop,social,7,3,,,
2025-04-23,tablet,social,2,0,,,
2025-04-24,mobile,organic,38,18,,,
2025-04-24,desktop,organic,19,8,,,
2025-04-24,tablet,organic,6,3,,,
2025-04-24,mobile,paid,162,69,,,
2025-04-24,desktop,paid,81,30,,,
2025-04-24,tablet,paid,27,12,,,
2025-04-24,mobile,referral,25,11,,,
2025-04-24,desktop,referral,12,3,,,
2025-04-24,tablet,referral,4,3,,,
2025-04-24,mobile,social,10,5,,,
2025-04-24,desktop,social,5,2,,,
2025-04-24,tablet,social,1,0,,,
2025-04-25,mobile,organic,49,22,,,
2025-04-25,desktop,organic,24,9,,,
2025-04-25,tablet,organic,8,4,,,
2025-04-25,mobile,paid,180,64,,,
2025-04-25,desktop,paid,90,34,,,
2025-04-25,tablet,paid,30,8,,,
2025-04-25,mobile,referral,34,12,,,
2025-04-25,desktop,referral,17,6,,,
2025-04-25,tablet,referral,5,3,,,
2025-04-25,mobile,social,9,6,,,
2025-04-25,desktop,social,4,2,,,
2025-04-25,tablet,social,1,0,,,
2025-04-26,mobile,organic,40,13,,,
2025-04-26,desktop,organic,20,10,,,
2025-04-26,tablet,organic,6,3,,,
2025-04-26,mobile,paid,175,69,,,
2025-04-26,desktop,paid,87,46,,,
2025-04-26,tablet,paid,29,11,,,
2025-04-26,mobile,referral,29,14,,,
2025-04-26,desktop,referral,14,9,,,
2025-04-26,tablet,referral,4,1,,,
2025-04-26,mobile,social,13,6,,,
2025-04-26,desktop,social,6,2,,,
2025-04-26,tablet,social,2,0,,,
