day,location,browser,device,channel,returning_user,visitors,sales,spend
2025-07-06,northern,chrome,tablet,paid_social,returning,33,0,42
2025-07-06,northern,chrome,tablet,direct,new,27,0,0
2025-07-06,northern,chrome,tablet,direct,returning,12,1,0
2025-07-06,northern,firefox,mobile,organic,new,90,6,0
2025-07-06,northern,firefox,mobile,organic,returning,53,5,0
2025-07-06,northern,firefox,mobile,paid_search,new,108,3,360
2025-07-06,northern,firefox,mobile,paid_search,returning,52,4,239
2025-07-06,northern,firefox,mobile,paid_social,new,80,3,143
2025-07-06,northern,firefox,mobile,paid_social,returning,49,7,95
2025-07-06,northern,firefox,mobile,direct,new,40,5,0
2025-07-06,northern,firefox,mobile,direct,returning,31,4,0
2025-07-06,northern,firefox,desktop,organic,new,53,3,0
2025-07-06,northern,firefox,desktop,organic,returning,40,7,0
2025-07-06,northern,firefox,desktop,paid_search,new,90,4,236
2025-07-06,northern,firefox,desktop,paid_search,returning,49,5,156
2025-07-06,northern,firefox,desktop,paid_social,new,58,3,94
2025-07-06,northern,firefox,desktop,paid_social,returning,47,4,62
2025-07-06,northern,firefox,desktop,direct,new,26,5,0
2025-07-06,northern,firefox,desktop,direct,returning,10,0,0
2025-07-06,northern,firefox,tablet,organic,new,31,1,0
2025-07-06,northern,firefox,tablet,organic,returning,26,2,0
2025-07-06,northern,firefox,tablet,paid_search,new,47,2,92
2025-07-06,northern,firefox,tablet,paid_search,returning,18,0,61
2025-07-06,northern,firefox,tablet,paid_social,new,31,1,36
2025-07-06,northern,firefox,tablet,paid_social,returning,25,2,24
2025-07-06,northern,firefox,tablet,direct,new,15,1,0
2025-07-06,northern,firefox,tablet,direct,returning,12,1,0
2025-07-06,northern,safari,mobile,organic,new,55,3,0
2025-07-06,northern,safari,mobile,organic,returning,32,6,0
2025-07-06,northern,safari,mobile,paid_search,new,56,3,251
2025-07-06,northern,safari,mobile,paid_search,returning,38,6,167
2025-07-06,northern,safari,mobile,paid_social,new,46,3,100
2025-07-06,northern,safari,mobile,paid_social,returning,31,1,66
2025-07-06,northern,safari,mobile,direct,new,42,2,0
2025-07-06,northern,safari,mobile,direct,returning,21,0,0
2025-07-06,northern,safari,desktop,organic,new,48,3,0
2025-07-06,northern,safari,desktop,organic,returning,21,3,0
2025-07-06,northern,safari,desktop,paid_search,new,47,4,164
2025-07-06,northern,safari,desktop,paid_search,returning,42,3,109
2025-07-06,northern,safari,desktop,paid_social,new,36,2,65
2025-07-06,northern,safari,desktop,paid_social,returning,37,3,43
2025-07-06,northern,safari,desktop,direct,new,17,3,0
2025-07-06,northern,safari,desktop,direct,returning,12,2,0
2025-07-06,northern,safari,tablet,organic,new,25,2,0
2025-07-06,northern,safari,tablet,organic,returning,14,2,0
2025-07-06,northern,safari,tablet,paid_search,new,34,0,64
2025-07-06,northern,safari,tablet,paid_search,returning,15,3,42
2025-07-06,northern,safari,tablet,paid_social,new,10,0,25
2025-07-06,northern,safari,tablet,paid_social,returning,6,0,17
2025-07-06,northern,safari,tablet,direct,new,11,0,0
2025-07-06,northern,safari,tablet,direct,returning,8,2,0
2025-07-06,southern,chrome,mobile,organic,new,117,3,1
2025-07-06,southern,chrome,mobile,organic,returning,80,9,1
2025-07-06,southern,chrome,mobile,paid_search,new,150,8,658
2025-07-06,southern,chrome,mobile,paid_search,returning,86,3,437
2025-07-06,southern,chrome,mobile,paid_social,new,117,5,261
2025-07-06,southern,chrome,mobile,paid_social,returning,82,6,173
2025-07-06,southern,chrome,mobile,direct,new,65,1,1
2025-07-06,southern,chrome,mobile,direct,returning,43,5,1
2025-07-06,southern,chrome,desktop,organic,new,93,8,1
2025-07-06,southern,chrome,desktop,organic,returning,57,8,0
2025-07-06,southern,chrome,desktop,paid_search,new,101,2,431
2025-07-06,southern,chrome,desktop,paid_search,returning,73,6,286
2025-07-06,southern,chrome,desktop,paid_social,new,91,8,171
2025-07-06,southern,chrome,desktop,paid_social,returning,54,3,114
2025-07-06,southern,chrome,desktop,direct,new,48,1,1
2025-07-06,southern,chrome,desktop,direct,returning,34,9,0
2025-07-06,southern,chrome,tablet,organic,new,51,4,0
2025-07-06,southern,chrome,tablet,organic,returning,30,4,0
2025-07-06,southern,chrome,tablet,paid_search,new,41,0,168
2025-07-06,southern,chrome,tablet,paid_search,returning,31,1,111
2025-07-06,southern,chrome,tablet,paid_social,new,51,0,67
2025-07-06,southern,chrome,tablet,paid_social,returning,28,2,44
2025-07-06,southern,chrome,tablet,direct,new,27,1,0
2025-07-06,southern,chrome,tablet,direct,returning,19,0,0
2025-07-06,southern,firefox,mobile,organic,new,99,3,1
2025-07-06,southern,firefox,mobile,organic,returning,53,9,0
2025-07-06,southern,firefox,mobile,paid_search,new,82,4,383
2025-07-06,southern,firefox,mobile,paid_search,returning,60,5,254
2025-07-06,southern,firefox,mobile,paid_social,new,67,0,152
2025-07-06,southern,firefox,mobile,paid_social,returning,46,6,101
2025-07-06,southern,firefox,mobile,direct,new,33,1,1
2025-07-06,southern,firefox,mobile,direct,returning,20,2,0
2025-07-06,southern,firefox,desktop,organic,new,78,8,0
2025-07-06,southern,firefox,desktop,organic,returning,42,1,0
2025-07-06,southern,firefox,desktop,paid_search,new,71,3,251
2025-07-06,southern,firefox,desktop,paid_search,returning,49,6,167
2025-07-06,southern,firefox,desktop,paid_social,new,57,0,100
2025-07-06,southern,firefox,desktop,paid_social,returning,42,3,66
2025-07-06,southern,firefox,desktop,direct,new,25,4,0
2025-07-06,southern,firefox,desktop,direct,returning,17,1,0
2025-07-06,southern,firefox,tablet,organic,new,25,1,0
2025-07-06,southern,firefox,tablet,organic,returning,22,3,0
2025-07-06,southern,firefox,tablet,paid_search,new,34,0,98
2025-07-06,southern,firefox,tablet,paid_search,returning,30,1,65
2025-07-06,southern,firefox,tablet,paid_social,new,30,0,39
2025-07-06,southern,firefox,tablet,paid_social,returning,18,0,26
2025-07-06,southern,firefox,tablet,direct,new,13,1,0
2025-07-06,southern,firefox,tablet,direct,returning,9,1,0
2025-07-06,southern,safari,mobile,organic,new,58,2,0
2025-07-06,southern,safari,mobile,organic,returning,41,5,0
2025-07-06,southern,safari,mobile,paid_search,new,49,2,267
2025-07-06,southern,safari,mobile,paid_search,returning,50,4,177
2025-07-06,southern,safari,mobile,paid_social,new,53,2,106
2025-07-06,southern,safari,mobile,paid_social,returning,37,0,70
2025-07-06,southern,safari,mobile,direct,new,33,3,0
2025-07-06,southern,safari,mobile,direct,returning,18,1,0
2025-07-06,southern,safari,desktop,organic,new,44,5,0
2025-07-06,southern,safari,desktop,organic,returning,25,4,0
2025-07-06,southern,safari,desktop,paid_search,new,38,3,175
2025-07-06,southern,safari,desktop,paid_search,returning,24,4,116
2025-07-06,southern,safari,desktop,paid_social,new,52,2,70
2025-07-06,southern,safari,desktop,paid_social,returning,32,4,46
2025-07-06,southern,safari,desktop,direct,new,18,1,0
2025-07-06,southern,safari,desktop,direct,returning,10,1,0
2025-07-06,southern,safari,tablet,organic,new,20,1,0
2025-07-06,southern,safari,tablet,organic,returning,10,1,0
2025-07-06,southern,safari,tablet,paid_search,new,21,0,68
2025-07-06,southern,safari,tablet,paid_search,returning,16,1,45
2025-07-06,southern,safari,tablet,paid_social,new,19,0,27
2025-07-06,southern,safari,tablet,paid_social,returning,17,3,18
2025-07-06,southern,safari,tablet,direct,new,8,0,0
2025-07-06,southern,safari,tablet,direct,returning,14,1,0
2025-07-06,eastern,chrome,mobile,organic,new,86,1,1
2025-07-06,eastern,chrome,mobile,organic,returning,49,4,0
2025-07-06,eastern,chrome,mobile,paid_search,new,114,0,425
2025-07-06,eastern,chrome,mobile,paid_search,returning,60,4,282
2025-07-06,eastern,chrome,mobile,paid_social,new,91,0,169
2025-07-06,eastern,chrome,mobile,paid_social,returning,43,3,112
2025-07-06,eastern,chrome,mobile,direct,new,36,1,1
2025-07-06,eastern,chrome,mobile,direct,returning,17,1,0
2025-07-06,eastern,chrome,desktop,organic,new,67,1,0
2025-07-06,eastern,chrome,desktop,organic,returning,44,2,0
2025-07-06,eastern,chrome,desktop,paid_search,new,72,1,278
2025-07-06,eastern,chrome,desktop,paid_search,returning,55,3,185
2025-07-06,eastern,chrome,desktop,paid_social,new,69,1,111
2025-07-06,eastern,chrome,desktop,paid_social,returning,36,0,73
2025-07-06,eastern,chrome,desktop,direct,new,23,0,0
2025-07-06,eastern,chrome,desktop,direct,returning,23,2,0
2025-07-06,eastern,chrome,tablet,organic,new,25,1,0
2025-07-06,eastern,chrome,tablet,organic,returning,22,4,0
2025-07-06,eastern,chrome,tablet,paid_search,new,46,0,109
2025-07-06,eastern,chrome,tablet,paid_search,returning,28,1,72
2025-07-06,eastern,chrome,tablet,paid_social,new,26,1,43
2025-07-06,eastern,chrome,tablet,paid_social,returning,22,1,29
2025-07-06,eastern,chrome,tablet,direct,new,19,0,0
2025-07-06,eastern,chrome,tablet,direct,returning,13,2,0
2025-07-06,eastern,firefox,mobile,organic,new,61,2,0
2025-07-06,eastern,firefox,mobile,organic,returning,30,2,0
2025-07-06,eastern,firefox,mobile,paid_search,new,66,2,248
2025-07-06,eastern,firefox,mobile,paid_search,returning,38,3,164
2025-07-06,eastern,firefox,mobile,paid_social,new,54,1,98
2025-07-06,eastern,firefox,mobile,paid_social,returning,31,0,65
2025-07-06,eastern,firefox,mobile,direct,new,25,3,0
2025-07-06,eastern,firefox,mobile,direct,returning,17,1,0
2025-07-06,eastern,firefox,desktop,organic,new,41,1,0
2025-07-06,eastern,firefox,desktop,organic,returning,23,5,0
2025-07-06,eastern,firefox,desktop,paid_search,new,49,2,162
2025-07-06,eastern,firefox,desktop,paid_search,returning,17,0,108
2025-07-06,eastern,firefox,desktop,paid_social,new,43,0,64
2025-07-06,eastern,firefox,desktop,paid_social,returning,25,2,43
2025-07-06,eastern,firefox,desktop,direct,new,19,0,0
2025-07-06,eastern,firefox,desktop,direct,returning,11,0,0
2025-07-06,eastern,firefox,tablet,organic,new,30,3,0
2025-07-06,eastern,firefox,tablet,organic,returning,9,0,0
2025-07-06,eastern,firefox,tablet,paid_search,new,22,1,63
2025-07-06,eastern,firefox,tablet,paid_search,returning,23,1,42
2025-07-06,eastern,firefox,tablet,paid_social,new,12,0,25
2025-07-06,eastern,firefox,tablet,paid_social,returning,14,2,17
2025-07-06,eastern,firefox,tablet,direct,new,9,0,0
2025-07-06,eastern,firefox,tablet,direct,returning,10,1,0
2025-07-06,eastern,safari,mobile,organic,new,50,3,0
2025-07-06,eastern,safari,mobile,organic,returning,20,4,0
2025-07-06,eastern,safari,mobile,paid_search,new,40,1,173
2025-07-06,eastern,safari,mobile,paid_search,returning,32,4,115
2025-07-06,eastern,safari,mobile,paid_social,new,35,0,69
2025-07-06,eastern,safari,mobile,paid_social,returning,15,0,46
2025-07-06,eastern,safari,mobile,direct,new,19,0,0
2025-07-06,eastern,safari,mobile,direct,returning,10,0,0
2025-07-06,eastern,safari,desktop,organic,new,25,0,0
2025-07-06,eastern,safari,desktop,organic,returning,19,0,0
2025-07-06,eastern,safari,desktop,paid_search,new,38,5,113
2025-07-06,eastern,safari,desktop,paid_search,returning,16,0,75
2025-07-06,eastern,safari,desktop,paid_social,new,21,0,45
2025-07-06,eastern,safari,desktop,paid_social,returning,18,2,30
2025-07-06,eastern,safari,desktop,direct,new,17,0,0
2025-07-06,eastern,safari,desktop,direct,returning,10,0,0
2025-07-06,eastern,safari,tablet,organic,new,21,0,0
2025-07-06,eastern,safari,tablet,organic,returning,8,0,0
2025-07-06,eastern,safari,tablet,paid_search,new,17,2,44
2025-07-06,eastern,safari,tablet,paid_search,returning,14,1,29
2025-07-06,eastern,safari,tablet,paid_social,new,13,1,17
2025-07-06,eastern,safari,tablet,paid_social,returning,8,1,12
2025-07-06,eastern,safari,tablet,direct,new,11,0,0
2025-07-06,eastern,safari,tablet,direct,returning,4,0,0
2025-07-06,western,chrome,mobile,organic,new,70,4,1
2025-07-06,western,chrome,mobile,organic,returning,48,8,0
2025-07-06,western,chrome,mobile,paid_search,new,96,1,407
2025-07-06,western,chrome,mobile,paid_search,returning,61,4,270
2025-07-06,western,chrome,mobile,paid_social,new,94,2,162
2025-07-06,western,chrome,mobile,paid_social,returning,48,2,107
2025-07-06,western,chrome,mobile,direct,new,36,2,1
2025-07-06,western,chrome,mobile,direct,returning,27,1,0
2025-07-06,western,chrome,desktop,organic,new,77,4,0
2025-07-06,western,chrome,desktop,organic,returning,43,6,0
2025-07-06,western,chrome,desktop,paid_search,new,82,1,267
2025-07-06,western,chrome,desktop,paid_search,returning,48,3,177
2025-07-06,western,chrome,desktop,paid_social,new,61,5,106
2025-07-06,western,chrome,desktop,paid_social,returning,46,5,70
2025-07-06,western,chrome,desktop,direct,new,38,2,0
2025-07-06,western,chrome,desktop,direct,returning,18,3,0
2025-07-06,western,chrome,tablet,organic,new,28,0,0
2025-07-06,western,chrome,tablet,organic,returning,14,0,0
2025-07-06,western,chrome,tablet,paid_search,new,34,0,104
2025-07-06,western,chrome,tablet,paid_search,returning,18,1,69
2025-07-06,western,chrome,tablet,paid_social,new,31,1,41
2025-07-06,western,chrome,tablet,paid_social,returning,23,0,27
2025-07-06,western,chrome,tablet,direct,new,25,0,0
2025-07-06,western,chrome,tablet,direct,returning,11,2,0
2025-07-06,western,firefox,mobile,organic,new,53,2,0
2025-07-06,western,firefox,mobile,organic,returning,34,8,0
2025-07-06,western,firefox,mobile,paid_search,new,50,0,237
2025-07-06,western,firefox,mobile,paid_search,returning,47,3,157
2025-07-06,western,firefox,mobile,paid_social,new,41,2,94
2025-07-06,western,firefox,mobile,paid_social,returning,27,3,62
2025-07-06,western,firefox,mobile,direct,new,21,0,0
2025-07-06,western,firefox,mobile,direct,returning,16,0,0
2025-07-06,western,firefox,desktop,organic,new,44,1,0
2025-07-06,western,firefox,desktop,organic,returning,29,4,0
2025-07-06,western,firefox,desktop,paid_search,new,39,1,155
2025-07-06,western,firefox,desktop,paid_search,returning,26,2,103
2025-07-06,western,firefox,desktop,paid_social,new,38,0,62
2025-07-06,western,firefox,desktop,paid_social,returning,25,1,41
2025-07-06,western,firefox,desktop,direct,new,20,0,0
2025-07-06,western,firefox,desktop,direct,returning,11,2,0
2025-07-06,western,firefox,tablet,organic,new,23,1,0
2025-07-06,western,firefox,tablet,organic,returning,11,1,0
2025-07-06,western,firefox,tablet,paid_search,new,23,1,60
2025-07-06,western,firefox,tablet,paid_search,returning,10,0,40
2025-07-06,western,firefox,tablet,paid_social,new,19,0,24
2025-07-06,western,firefox,tablet,paid_social,returning,14,0,16
2025-07-06,western,firefox,tablet,direct,new,9,0,0
2025-07-06,western,firefox,tablet,direct,returning,6,0,0
2025-07-06,western,safari,mobile,organic,new,42,1,0
2025-07-06,western,safari,mobile,organic,returning,21,2,0
2025-07-06,western,safari,mobile,paid_search,new,39,0,165
2025-07-06,western,safari,mobile,paid_search,returning,30,1,110
2025-07-06,western,safari,mobile,paid_social,new,40,4,66
2025-07-06,western,safari,mobile,paid_social,returning,15,1,44
2025-07-06,western,safari,mobile,direct,new,18,0,0
2025-07-06,western,safari,mobile,direct,returning,8,1,0
2025-07-06,western,safari,desktop,organic,new,25,1,0
2025-07-06,western,safari,desktop,organic,returning,21,2,0
2025-07-06,western,safari,desktop,paid_search,new,43,0,108
2025-07-06,western,safari,desktop,paid_search,returning,28,3,72
2025-07-06,western,safari,desktop,paid_social,new,33,2,43
2025-07-06,western,safari,desktop,paid_social,returning,12,3,29
2025-07-06,western,safari,desktop,direct,new,12,0,0
2025-07-06,western,safari,desktop,direct,returning,14,0,0
2025-07-06,western,safari,tablet,organic,new,11,1,0
2025-07-06,western,safari,tablet,organic,returning,7,1,0
2025-07-06,western,safari,tablet,paid_search,new,10,1,42
2025-07-06,western,safari,tablet,paid_search,returning,11,0,28
2025-07-06,western,safari,tablet,paid_social,new,14,0,17
2025-07-06,western,safari,tablet,paid_social,returning,14,0,11
2025-07-06,western,safari,tablet,direct,new,10,0,0
2025-07-06,western,safari,tablet,direct,returning,4,0,0
2025-07-06,central,chrome,mobile,organic,new,34,0,0
2025-07-06,central,chrome,mobile,organic,returning,25,2,0
2025-07-06,central,chrome,mobile,paid_search,new,55,2,199
2025-07-06,central,chrome,mobile,paid_search,returning,30,1,132
2025-07-06,central,chrome,mobile,paid_social,new,29,0,79
2025-07-06,central,chrome,mobile,paid_social,returning,30,4,52
2025-07-06,central,chrome,mobile,direct,new,16,0,0
2025-07-06,central,chrome,mobile,direct,returning,12,1,0
2025-07-06,central,chrome,desktop,organic,new,23,1,0
2025-07-06,central,chrome,desktop,organic,returning,24,1,0
2025-07-06,central,chrome,desktop,paid_search,new,54,2,130
2025-07-06,central,chrome,desktop,paid_search,returning,30,2,86
2025-07-06,central,chrome,desktop,paid_social,new,18,0,52
2025-07-06,central,chrome,desktop,paid_social,returning,16,2,34
2025-07-06,central,chrome,desktop,direct,new,10,0,0
2025-07-06,central,chrome,desktop,direct,returning,15,1,0
2025-07-06,central,chrome,tablet,organic,new,14,0,0
2025-07-06,central,chrome,tablet,organic,returning,8,0,0
2025-07-06,central,chrome,tablet,paid_search,new,13,0,51
2025-07-06,central,chrome,tablet,paid_search,returning,7,0,34
2025-07-06,central,chrome,tablet,paid_social,new,15,0,20
2025-07-06,central,chrome,tablet,paid_social,returning,4,0,13
2025-07-06,central,chrome,tablet,direct,new,8,0,0
2025-07-06,central,chrome,tablet,direct,returning,6,0,0
2025-07-06,central,firefox,mobile,organic,new,27,0,0
2025-07-06,central,firefox,mobile,organic,returning,20,2,0
2025-07-06,central,firefox,mobile,paid_search,new,26,0,116
2025-07-06,central,firefox,mobile,paid_search,returning,13,0,77
2025-07-06,central,firefox,mobile,paid_social,new,28,0,46
2025-07-06,central,firefox,mobile,paid_social,returning,19,2,31
2025-07-06,central,firefox,mobile,direct,new,13,0,0
2025-07-06,central,firefox,mobile,direct,returning,11,2,0
2025-07-06,central,firefox,desktop,organic,new,20,1,0
2025-07-06,central,firefox,desktop,organic,returning,10,0,0
2025-07-06,central,firefox,desktop,paid_search,new,23,0,76
2025-07-06,central,firefox,desktop,paid_search,returning,12,1,50
2025-07-06,central,firefox,desktop,paid_social,new,20,0,30
2025-07-06,central,firefox,desktop,paid_social,returning,9,0,20
2025-07-06,central,firefox,desktop,direct,new,8,0,0
2025-07-06,central,firefox,desktop,direct,returning,10,0,0
2025-07-06,central,firefox,tablet,organic,new,6,1,0
2025-07-06,central,firefox,tablet,organic,returning,4,0,0
2025-07-06,central,firefox,tablet,paid_search,new,21,0,30
2025-07-06,central,firefox,tablet,paid_search,returning,7,2,20
2025-07-06,central,firefox,tablet,paid_social,new,10,0,12
2025-07-06,central,firefox,tablet,paid_social,returning,8,0,8
2025-07-06,central,firefox,tablet,direct,new,5,0,0
2025-07-06,central,firefox,tablet,direct,returning,2,0,0
2025-07-06,central,safari,mobile,organic,new,17,0,0
2025-07-06,central,safari,mobile,organic,returning,13,2,0
2025-07-06,central,safari,mobile,paid_search,new,26,0,81
2025-07-06,central,safari,mobile,paid_search,returning,10,0,54
2025-07-06,central,safari,mobile,paid_social,new,15,0,32
2025-07-06,central,safari,mobile,paid_social,returning,9,1,21
2025-07-06,central,safari,mobile,direct,new,10,0,0
2025-07-06,central,safari,mobile,direct,returning,4,0,0
2025-07-06,central,safari,desktop,organic,new,19,0,0
2025-07-06,central,safari,desktop,organic,returning,15,0,0
2025-07-06,central,safari,desktop,paid_search,new,17,2,53
2025-07-06,central,safari,desktop,paid_search,returning,15,0,35
2025-07-06,central,safari,desktop,paid_social,new,10,0,21
2025-07-06,central,safari,desktop,paid_social,returning,10,0,14
2025-07-06,central,safari,desktop,direct,new,7,0,0
2025-07-06,central,safari,desktop,direct,returning,2,0,0
2025-07-06,central,safari,tablet,organic,new,4,0,0
2025-07-06,central,safari,tablet,organic,returning,3,0,0
2025-07-06,central,safari,tablet,paid_search,new,8,0,21
2025-07-06,central,safari,tablet,paid_search,returning,6,0,14
2025-07-06,central,safari,tablet,paid_social,new,5,0,8
2025-07-06,central,safari,tablet,paid_social,returning,3,0,5
2025-07-06,central,safari,tablet,direct,new,2,0,0
2025-07-06,central,safari,tablet,direct,returning,0,0,22
2025-07-07,northern,chrome,mobile,organic,new,135,12,1
2025-07-07,northern,chrome,mobile,organic,returning,89,13,1
2025-07-07,northern,chrome,mobile,paid_search,new,159,5,695
2025-07-07,northern,chrome,mobile,paid_search,returning,93,7,396
2025-07-07,northern,chrome,mobile,paid_social,new,124,2,308
2025-07-07,northern,chrome,mobile,paid_social,returning,70,5,175
2025-07-07,northern,chrome,mobile,direct,new,62,2,1
2025-07-07,northern,chrome,mobile,direct,returning,41,3,1
2025-07-07,northern,chrome,desktop,organic,new,102,10,1
2025-07-07,northern,chrome,desktop,organic,returning,60,3,0
2025-07-07,northern,chrome,desktop,paid_search,new,110,5,469
2025-07-07,northern,chrome,desktop,paid_search,returning,50,7,267
2025-07-07,northern,chrome,desktop,paid_social,new,79,4,207
2025-07-07,northern,chrome,desktop,paid_social,returning,51,6,118
2025-07-07,northern,chrome,desktop,direct,new,47,2,1
2025-07-07,northern,chrome,desktop,direct,returning,33,7,0
2025-07-07,northern,chrome,tablet,organic,new,54,1,0
2025-07-07,northern,chrome,tablet,organic,returning,28,4,0
2025-07-07,northern,chrome,tablet,paid_search,new,60,4,186
2025-07-07,northern,chrome,tablet,paid_search,returning,34,1,106
2025-07-07,northern,chrome,tablet,paid_social,new,51,3,82
2025-07-07,northern,chrome,tablet,paid_social,returning,32,3,47
2025-07-07,northern,chrome,tablet,direct,new,19,1,0
2025-07-07,northern,chrome,tablet,direct,returning,19,1,0
2025-07-07,northern,firefox,mobile,organic,new,80,6,1
2025-07-07,northern,firefox,mobile,organic,returning,54,2,0
2025-07-07,northern,firefox,mobile,paid_search,new,85,2,412
2025-07-07,northern,firefox,mobile,paid_search,returning,55,5,235
2025-07-07,northern,firefox,mobile,paid_social,new,91,4,182
2025-07-07,northern,firefox,mobile,paid_social,returning,59,3,104
2025-07-07,northern,firefox,mobile,direct,new,41,0,1
2025-07-07,northern,firefox,mobile,direct,returning,32,4,0
2025-07-07,northern,firefox,desktop,organic,new,72,3,0
2025-07-07,northern,firefox,desktop,organic,returning,43,3,0
2025-07-07,northern,firefox,desktop,paid_search,new,71,1,278
2025-07-07,northern,firefox,desktop,paid_search,returning,50,5,158
2025-07-07,northern,firefox,desktop,paid_social,new,87,3,123
2025-07-07,northern,firefox,desktop,paid_social,returning,33,5,70
2025-07-07,northern,firefox,desktop,direct,new,29,0,0
2025-07-07,northern,firefox,desktop,direct,returning,23,4,0
2025-07-07,northern,firefox,tablet,organic,new,32,3,0
2025-07-07,northern,firefox,tablet,organic,returning,19,1,0
2025-07-07,northern,firefox,tablet,paid_search,new,35,0,110
2025-07-07,northern,firefox,tablet,paid_search,returning,31,4,63
2025-07-07,northern,firefox,tablet,paid_social,new,49,0,49
2025-07-07,northern,firefox,tablet,paid_social,returning,19,1,28
2025-07-07,northern,firefox,tablet,direct,new,17,0,0
2025-07-07,northern,firefox,tablet,direct,returning,10,2,0
2025-07-07,northern,safari,mobile,organic,new,51,3,0
2025-07-07,northern,safari,mobile,organic,returning,28,4,0
2025-07-07,northern,safari,mobile,paid_search,new,64,4,259
2025-07-07,northern,safari,mobile,paid_search,returning,26,5,148
2025-07-07,northern,safari,mobile,paid_social,new,42,2,115
2025-07-07,northern,safari,mobile,paid_social,returning,31,3,65
2025-07-07,northern,safari,mobile,direct,new,21,2,0
2025-07-07,northern,safari,mobile,direct,returning,13,3,0
2025-07-07,northern,safari,desktop,organic,new,41,2,0
2025-07-07,northern,safari,desktop,organic,returning,34,6,0
2025-07-07,northern,safari,desktop,paid_search,new,48,1,175
2025-07-07,northern,safari,desktop,paid_search,returning,34,4,100
2025-07-07,northern,safari,desktop,paid_social,new,34,3,77
2025-07-07,northern,safari,desktop,paid_social,returning,23,1,44
2025-07-07,northern,safari,desktop,direct,new,31,1,0
2025-07-07,northern,safari,desktop,direct,returning,14,2,0
2025-07-07,northern,safari,tablet,organic,new,23,2,0
2025-07-07,northern,safari,tablet,organic,returning,14,2,0
2025-07-07,northern,safari,tablet,paid_search,new,22,0,69
2025-07-07,northern,safari,tablet,paid_search,returning,15,0,39
2025-07-07,northern,safari,tablet,paid_social,new,19,1,31
2025-07-07,northern,safari,tablet,paid_social,returning,6,0,17
2025-07-07,northern,safari,tablet,direct,new,8,0,0
2025-07-07,northern,safari,tablet,direct,returning,4,0,0
2025-07-07,southern,chrome,mobile,organic,new,148,7,1
2025-07-07,southern,chrome,mobile,organic,returning,83,10,1
2025-07-07,southern,chrome,mobile,paid_search,new,143,7,668
2025-07-07,southern,chrome,mobile,paid_search,returning,86,9,381
2025-07-07,southern,chrome,mobile,paid_social,new,111,2,295
2025-07-07,southern,chrome,mobile,paid_social,returning,72,6,168
2025-07-07,southern,chrome,mobile,direct,new,54,2,1
2025-07-07,southern,chrome,mobile,direct,returning,39,3,1
2025-07-07,southern,chrome,desktop,organic,new,124,8,1
2025-07-07,southern,chrome,desktop,organic,returning,68,9,0
2025-07-07,southern,chrome,desktop,paid_search,new,112,6,450
2025-07-07,southern,chrome,desktop,paid_search,returning,83,4,257
2025-07-07,southern,chrome,desktop,paid_social,new,103,3,199
2025-07-07,southern,chrome,desktop,paid_social,returning,76,3,114
2025-07-07,southern,chrome,desktop,direct,new,57,4,1
2025-07-07,southern,chrome,desktop,direct,returning,33,6,0
2025-07-07,southern,chrome,tablet,organic,new,50,2,0
2025-07-07,southern,chrome,tablet,organic,returning,38,4,0
2025-07-07,southern,chrome,tablet,paid_search,new,55,0,178
2025-07-07,southern,chrome,tablet,paid_search,returning,41,2,102
2025-07-07,southern,chrome,tablet,paid_social,new,47,1,79
2025-07-07,southern,chrome,tablet,paid_social,returning,29,0,45
2025-07-07,southern,chrome,tablet,direct,new,25,1,0
2025-07-07,southern,chrome,tablet,direct,returning,13,0,0
2025-07-07,southern,firefox,mobile,organic,new,92,5,1
2025-07-07,southern,firefox,mobile,organic,returning,65,6,0
2025-07-07,southern,firefox,mobile,paid_search,new,80,7,395
2025-07-07,southern,firefox,mobile,paid_search,returning,73,3,225
2025-07-07,southern,firefox,mobile,paid_social,new,74,0,175
2025-07-07,southern,firefox,mobile,paid_social,returning,63,9,100
2025-07-07,southern,firefox,mobile,direct,new,40,1,1
2025-07-07,southern,firefox,mobile,direct,returning,26,3,0
2025-07-07,southern,firefox,desktop,organic,new,68,3,0
2025-07-07,southern,firefox,desktop,organic,returning,39,6,0
2025-07-07,southern,firefox,desktop,paid_search,new,82,3,267
2025-07-07,southern,firefox,desktop,paid_search,returning,53,5,152
2025-07-07,southern,firefox,desktop,paid_social,new,52,0,118
2025-07-07,southern,firefox,desktop,paid_social,returning,48,6,67
2025-07-07,southern,firefox,desktop,direct,new,42,2,0
2025-07-07,southern,firefox,desktop,direct,returning,26,3,0
2025-07-07,southern,firefox,tablet,organic,new,49,1,0
2025-07-07,southern,firefox,tablet,organic,returning,21,5,0
2025-07-07,southern,firefox,tablet,paid_search,new,31,1,106
2025-07-07,southern,firefox,tablet,paid_search,returning,34,1,60
2025-07-07,southern,firefox,tablet,paid_social,new,36,1,47
2025-07-07,southern,firefox,tablet,paid_social,returning,23,1,27
2025-07-07,southern,firefox,tablet,direct,new,18,1,0
2025-07-07,southern,firefox,tablet,direct,returning,13,0,0
2025-07-07,southern,safari,mobile,organic,new,53,2,0
2025-07-07,southern,safari,mobile,organic,returning,41,5,0
2025-07-07,southern,safari,mobile,paid_search,new,50,3,249
2025-07-07,southern,safari,mobile,paid_search,returning,35,1,142
2025-07-07,southern,safari,mobile,paid_social,new,50,1,110
2025-07-07,southern,safari,mobile,paid_social,returning,32,4,63
